"","product_id","price","retail_price","merchant_id","merchant_rating","merchant_rating_count","origin_country","inventory_total","countries_shipped_to","shipping_option_name","shipping_option_price","product_color","product_variation_size_id","product_variation_inventory","rating","rating_count","rating_one_count","rating_two_count","rating_three_count","rating_four_count","rating_five_count","units_sold","tags"
"314","5e5cae2fa25ca51880cf47ef",7,81,"5609de679b11090d3bafce69",3.8566166798211,7602,"CN",50,43,"Livraison standard",2,"green","XS",30,3.57,23,3,3,5,2,10,100,"blouse,Summer,Fashion,Shirt,Sleeve,trendshirtwomen,Tops,short sleeves,comfy,Long Sleeve,T Shirts,Shorts,Print,Cotton,Women's Fashion,Casual,Women"
"315","5e93d87e2e87d8b154dd238e",3,3,"56c2e30edf108f11548c6dcb",4.29146981627297,38100,"CN",50,40,"Livraison standard",1,"white","XXS",2,3.67,12,1,1,3,3,4,100,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women"
"316","5c273b6f959812232228099c",8,8,"5aec1dd2c96bb815b802df67",4.08972174900625,1761,"CN",50,38,"Livraison standard",3,"white","S",50,3.63,187,32,11,31,33,80,1000,"Summer,Fashion,vest dress,Lace,Dress,Mini dress,Women's Fashion,A line dress,sexy,party,backless,Women Fashion,Waist"
"317","5ec4bf87c2112615ba1c66d4",8,10,"5eb5076129e786048168034d",3.78632478632479,117,"CN",50,20,"Livraison standard",2,"yellow","XS",5,3.5,6,1,1,1,0,3,100,"Summer,short sleeve dress,neck dress,Necks,Sleeve,Beach,Dress,Loose,short sleeves,V-neck,Shorts,beach dress,Plus Size,Midi Dress,summer dress,Print,Pullovers,Women's Fashion,Casual,Women"
"318","5d156736078e6e75b5404077",12,11,"593aa1956a74d26d7914a7e4",3.68168462291871,1021,"CN",50,14,"Livraison standard",3,"blue","S",50,3.34,887,184,97,140,161,305,5000,"Summer,Plus Size,Sleeve,Dress,short sleeves,V-neck,Casual,Women's Fashion,Shorts,Floral dress,Floral,women dress,Women,loose dress,printed"
"319","5de8c7d46beed03182792ce7",11,22,"5d415665838897104cf4003d",4.01876675603217,746,"CN",50,43,"Livraison standard",2,"black","SIZE-4XL",1,2.71,24,10,1,5,2,6,100,"bathing suit,Fashion,women beachwear,Waist,Halter,Summer,asymmetric,swim dress,Tops,Women's Fashion,Swimsuit,Tankinis,Bikini,printed,Swimming,Women,halter tankini,Beach,printbikini,high waist"
"320","5ebf9b2a6e0bd84bbf5edb18",8,7,"58ff6866e17bc0302f540b50",4.48439667128988,5768,"CN",50,35,"Livraison standard",2,"white","S",50,3,11,3,1,3,1,3,100,"Mini,Summer,Dress,short sleeves,Mini dress,T Shirts,Casual,Shorts,Sleeve,summer dress,Women's Fashion,boho,Women S Clothing,T-Shirt womens,party,Beach"
"321","5c6782e351aa00744af69565",8,7,"596d9a4937635d7622a6c7f6",4.21240310077519,1290,"CN",50,38,"Envío normal",3,"multicolor","S",50,4.39,111,4,6,10,14,77,100,"bandage top,Fashion,crop top,Halter,Summer,Women Set,elasticwaistshort,Women's Fashion,elastic waist,Casual,Women,Shorts,Waist,Elastic,Tops,pants,shortssuit,backless,Suits,Print,sleeveless,twopiecesset"
"322","5d688e832a3d8d5ba95c15c1",6,30,"5d4e91681d9a8e1fcc2fefba",3.79373368146214,383,"CN",50,41,"Livraison standard",2,"blue","S",50,3.53,325,62,24,48,61,130,1000,"Summer,Plus Size,Tank,camisole,long dress,Spaghetti,Dress,strap,Print,Women's Fashion,Flowers,print dress,sleeveless,Floral,women dress,Skirts,Casual,Women"
"323","5ccd4ae4400cf976a05bea6e",11,26,"5ba08911269570054ba2b669",4.05491990846682,874,"CN",50,70,"Livraison standard",2,"multicolor","1",50,4.25,12,1,1,0,2,8,100,"Summer,Vest,skeletonvest,digitalprintingvesttop,Fashion,Spaghetti,Tops,summer dress,skullshirtwomen,Spaghetti Strap,Women's Fashion,cannabisleafprint,printed,Tops & T-Shirts,sleeveless,Women,slim,printvest,Shirt"
"324","5d832e8bdfe9c5124cb98bd2",8,7,"583beacf24b24f1b805ff7a2",4.39032620922385,889,"CN",50,28,"Livraison standard",3,"red","XS",2,3.86,28,3,2,5,4,14,100,"pajamaset,Fashion,sexy pajamas for womens,silksleepwearforwomen,silksleepwear,pajamassuit,Casual,Women's Fashion,Summer,Sleepwear,pajamasforwomen,silksleepwearnightgown,silk,pajamassleepwear,women's pajamas,Women"
"325","5c8a111f4caa1626abc98d55",8,7,"5514d13ce87fd21cf12f9d0b",4.01418072175634,21226,"CN",50,36,"Livraison standard",2,"white","S",24,3.58,605,78,56,117,144,210,1000,"Halterneck Top,Plus Size,crop top,Halter,chiffon,Tops,womens top,Necks,Women's Fashion,chiffonesummertop,halterneck,sleeveless,Women Sleeveless Top,Chiffon top,Women,tops for women,sleeveless tops"
"326","5aa37d856d638a7ee5469a6c",9,9,"5406c9c77f086e1be430d73e",4.20372535645848,246312,"CN",50,44,"Livraison standard",3,"white","S",50,3.74,2148,208,169,410,539,822,10000,"bathing suit,two piece swimsuit,leaf,bikini set,Summer,sexy bikini,Swimwear,Swimsuit,Bikini,Women's Fashion,Fashion,printed,Suits,Swimming,sexy,Women,Beach,splits"
"327","5e90074a5dd4013b350b81e4",14,12,"569f3031b3d90139e3c5a407",4.17304979928393,9217,"CN",50,41,"Livraison standard",3,"pink","S/M(child)",5,5,1,0,0,0,0,1,10,"divingsnorkel,divingmask,Summer,divingequipment,Masks,antifoggoggle,swimmingmask,swimmingfacemask,fullfacemask,siliconedivingmask,divingsnorkeling,Swimming"
"328","5c89fb9f548adf55f587bb22",13,11,"5837b0dc751d4d1b6e319c73",3.98107322231034,56745,"CN",50,19,"Livraison standard",3,"red","XL",34,3.88,1224,135,67,175,278,569,5000,"Necks,pants,splits,jumpsuit,Rompers,Women's Fashion,rompers womens jumpsuit,Women's Jumpsuits,sleeveless,playsuit,women Jumpsuit,jumpsuitsampromper,Women"
"329","5e65f92959cd5fc3e2ebf080",4.84,5,"55ed4e573a698c3a9daa8b2b",3.95148767004162,16099,"CN",50,43,"Livraison standard",1,"white","XS",2,4.09,57,5,0,10,12,30,100,"Summer,Shorts,Shirt,Sleeve,cute,Tops,Necks,short sleeves,Round neck,Funny,Women's Fashion,Fashion,Casual,T Shirts,Cotton"
"330","5c10aebf9b427b638743a490",5,5,"58c2318d3f49634886892d7c",4.04484476811039,10436,"CN",50,43,"Livraison standard",2,"purple","L",50,4.11,94,9,2,13,16,54,1000,"Summer,Spaghetti Strap,Tank,summer tank top,Pleated,Tops,Loose,V-neck,Women's Fashion,Fashion,Cami Tank Tops,tank top,sexy,sleeveless,Spaghetti,Casual,flowytanktop"
"331","5d5bdbeb59a0f0065186c860",14,89,"5950dd272eac1127e00c4883",4.23174603174603,5985,"CN",50,40,"Livraison standard",3,"orange-red","S",9,3.43,647,124,64,98,134,227,5000,"damenkleid,Shorts,tunic,plaincolordres,Sleeve,highwaistdres,Evening Dress,Dress,Necks,short sleeves,Beach,summercocktaildres,beach dress,Party Dress,femmerobe,women dress,sommerkleid,Women's Fashion,Casual,Vintage dress"
"332","5ebb6e21224e2e1e5929be1a",3,60,"5b767f37f54e4f1434671cc8",3.952,1500,"CN",50,27,"Livraison standard",1,"grey","XXXS",1,3.57,28,6,2,2,6,12,100,"Deep V-Neck,Summer,trousers,onepiece,Jumpsuits & Rompers,Women's Fashion,backless,printed,Print,sleeveless,women Jumpsuit,Casual,jumpsuit"
"333","5d332bbdc15e48119789c2ae",7,6,"584c23fbef56286074d2c9a6",3.73247335950645,3566,"CN",50,47,"Livraison standard",2,"pink","S",4,3.35,1786,399,162,301,264,660,10000,"bigswing,Summer,Plus Size,Sling,long dress,Dress,Loose,V-neck,letterprinted,Women's Fashion,printed,sleeveless,offsholuder,Holiday,Beach,Casual,Women"
"334","5b07f4f16e42c03e6eb4b1f6",5,5,"58ad356108de0c6dc39d979d",4.09528786691055,11481,"CN",50,29,"Livraison standard",1,"blue","S",50,3.93,7088,594,469,1148,1510,3367,50000,"blouse,Summer,o-neck,Tops & Blouses,Shirt,chiffon,Tank,Pleated,Tops,T Shirts,tank top,Women's Fashion,Plus Size,sleeveless tops,sexy,loose t-shirt,women top,Fashion,Casual,sleeveless,Women"
"335","5d26a954b93be477634336ab",9,8,"582c712cae088637843348a5",4.33658327376698,34975,"US",50,22,"Livraison standard",3,"yellow","M",50,4.07,27,3,1,1,8,14,100,"Mini,Lace Dress,Lace,Summer,Dress,Mini dress,Women's Fashion,Floral,Spaghetti,Casual,Women Fashion,Women,Shorts,sexy dresses,Necks,summer dress,beach dress,boho,backless,sleeveless,Robes,Cotton,Beach"
"336","5d0c8e125adf55596cf111bd",9,8,"5cb636dda7173671aedef051",4.2646585018278,96838,"CN",50,138,"Livraison standard",3,"black","M",50,4.22,237,14,9,26,50,138,1000,"Summer,Fashion,Women's Fashion,Swimsuit,Bikini,Suits,sexy,Women,Casual,Bras,Swimming"
"337","5df58b3dfcc85c5bf78552eb",8,11,"5d3bc9f8e13a7e654424a4cb",4.30635838150289,173,"CN",50,15,"Livraison standard",3,"apricot","S",50,4.13,127,10,7,10,30,70,1000,"Summer,Floral print,women dresses,fashion dress,Dress,beach dress,Floral dress,Print,slingdre,Sleeveless dress,Lace Up,V-neck,print dress,Floral,sleeveless,V-neck Dresses,Beach,Women's Fashion,Casual,Women"
"338","5ed8983fb83b7828822ad26a",11,10,"567bad8582c35f28103e5813",3.99906134134322,21307,"CN",50,19,"Livraison standard",3,"yellow","S",50,2,1,0,1,0,0,0,2,"sleeve v-neck,plaid shirt,fashion women,Short Sleeve T-Shirt,sunmmertshirt,Shirt,Sleeve,Shorts,blouse,short sleeves,V-neck,plaid,Women's Fashion,Fashion,T-Shirt womens,Women,Casual T-Shirt,Tops & Blouses,Printed T Shirts,summer tops,Stripes"
"339","5b238ab1ddaa9221a9b9249c",19,17,"54f804901c36ca266909d090",3.95999472747644,15173,"CN",50,27,"Livraison standard",5,"skyblue","",2,3.77,1163,180,77,135,212,559,5000,"inflatablebed,inflatablelounger,Outdoor,Home Decor,camping,Hobbies,Sofas,Inflatable,outdoorampcampingaccessorie,Bags,inflatablesofa,unicorn,Chair,Travel Accessories,Beach"
"340","584e5c5190e8175031339254",8,25,"56f0f2bdc3c3715871ade946",4.22758484088208,30292,"CN",50,39,"Livraison standard",3,"yellow","S",50,3.65,2324,344,212,358,401,1009,10000,"Shorts,Swimming,bikini set,Beach,Tops,Waist,Swimwear,Swimsuit,Bikini,Women S Clothing,Fashion,Floral,sexy,bre,Women,Women's Fashion,crop tops fashion,high waist"
"341","5b133d8edfd6302a48963642",7,6,"5acdb384ccf0c86f34c5d539",4.12487422016502,9938,"CN",50,32,"Livraison standard",2,"burgundy","S",50,3.91,1797,177,139,230,366,885,10000,"blouse,Summer,Vest,Fashion,Tank,Shirt,sexy shirts,Chiffon Shirt,Women's Fashion,tank top,Sleeveless Shirt,women shirt,sleeveless,sexy,Women,Tops,Lace"
"342","5eaa6d9c8d99eb3ec06709f4",9,8,"5de0981739adf2a3406bed18",3.72916666666667,288,"CN",50,26,"Livraison standard",3,"red","S.",10,3.18,72,16,8,12,19,17,100,"Summer,trousers,Tank,pants,Spring,Overalls,Women's Fashion,Fashion,black,Ladies,sleeveless,Wool,women Jumpsuit,Casual,jumpsuit"
"343","5e59d0872190531f19135384",12,11,"585037af728de662411bd39a",3.77545084351367,6876,"CN",50,29,"Envio Padrão",3,"pink","XS",3,3.11,434,133,38,59,58,146,5000,"Summer,Vest,Fashion,Evening Dress,Dress,V-neck,beach dress,Party Dress,party,sexy,Spaghetti,Casual,casual dress,Deep V-Neck,Plus Size,summer dress,Women's Fashion,boho,Sleeveless dress,print dress,plus size dress,Ladies,women dress,Holiday,Beach,sleeveless"
"344","5e9e8c496f15e20742bd4172",8,7,"550ab2be8e8def0b2c654d4b",4.31831537708129,6126,"CN",50,21,"Livraison standard",3,"purple","SIZE XS",50,3.9,21,3,0,2,7,9,100,"Summer,Plus Size,women dresses,Evening Dress,Dress,slim,casual dresses,Mini dress,beach dress,sleeveless,summer dresses,casual dress,slim dress,Shorts,Waist,short dress,Slim Fit,Women's Fashion,camouflage,Sleeveless dress,t,women dress,Women"
"345","5cd8e61e943cd76a7c2d0be0",7,6,"58fde9517c09181253b0ef86",4.01295364522,9341,"CN",50,43,"Livraison standard",2,"armygreen","M",50,3.19,245,66,19,39,44,77,1000,"Summer,strappytop,Plus Size,Lace,Shirt,Plus size top,tank top,Women's Fashion,Fashion,sleeveless tops,Casual T-Shirt,Spaghetti,summer tops,Women,lace trim,spaghetti strap top,Tank,Necks,Tops,Casual,Cami Tank Tops,sleeveless,deep v neck top,Loose tank tops"
"346","5c30694985fe9b55be100665",8,17,"5b6935c0a1fdaa1dba5a4cd4",3.98415705183399,5807,"CN",50,41,"Livraison standard",2,"black","M",50,3.93,426,39,34,60,77,216,1000,"vesttop,Summer,Vest,Sports Bra,crop top,letter print,Cotton,Tops,cottontop,Ladies,Women's Fashion,Fashion,Sport,printed,sexy,Print,sleeveless,Women,Casual,Bras,sportstop"
"347","5eccb8aa18e87d64f13e012c",8,7,"58a99ceca65ebc504a6ebf1e",3.96603495860166,27175,"CN",50,10,"Livraison standard",3,"grey","M",50,5,0,0,0,0,0,0,10,"Summer,Slim  Fitting,Tank,summer tank top,Tops,slim,tank top,Slim Fit,Women's Fashion,Fashion,Stripes,sleeveless,Cotton,Casual,Women Fashion,Women"
"348","5b0cb6869019fa04b1e83f3f",11,10,"58be502223167e61443f4d92",4.29226618705036,4448,"CN",1,39,"Livraison standard",2,"black","XL",1,4.32,3648,229,126,327,548,2418,20000,"sleeve v-neck,Summer,Shorts,Sleeve,zippers,studentsstyle,slim,short sleeves,V-neck,bodycon,Summer Fashion,contrastcolor,Body Suit,women Jumpsuit,jumpsuit,Slim Fit"
"349","5ebfdd5bebac37702b0b207b",11,30,"5d4b8931933fb13f8a1fe232",4.00724637681159,1380,"CN",50,33,"Livraison standard",2,"armygreen","XS",10,5,0,0,0,0,0,0,1,"Summer,Fashion,Cotton,Casual pants,rompersforwomen,Overalls,Women's Fashion,summerpant,overallsforwomen,sleeveless,Women,women Jumpsuit,Casual,jumpsuit"
"350","5ea914e163d59930cccc879c",3.7,47,"5e61e5580705ac039c94c08f",3.40947075208914,359,"CN",50,38,"Livraison standard",1,"pink","XXS",9,3.18,11,2,3,1,1,4,100,"bohemia,Summer,Plus Size,Loose,tank top,Women's Fashion,Fashion,sleeveless tops,Summer Fashion,Casual,Cotton,blouse,beachtshirt,Tank,Shirt,Tops,boho,women shirt,sleeveless,Women,Beach,printed"
"351","5b5c11f425298226bf0cfad6",14,12,"597767f6171974220c25560a",4.0304614823372,16447,"CN",50,37,"Livraison standard",3,"black","M",48,3.75,1892,217,147,317,431,780,5000,"Summer,dressesforwomen,irregulardres,Necks,Dresses,Dress,Party Dress,Casual,Round neck,Women's Fashion,Sleeveless dress,Pure Color,Sexy Dress,sleeveless,Women,Fashion,Bodycon Dress,casual dress"
"352","5ac31900e114ef38d7fb09dc",11,10,"55542b4b662da7114d591723",4.10232094207322,67171,"CN",50,38,"Livraison standard",2,"multicolor","XS",50,4.26,1273,54,55,134,295,735,5000,"Women's Fashion,Summer,halter dress,Halter,long dress,Evening Dress,Dress,Spaghetti Strap,boho,Floral print,Print,beach dress,bohemian,print dress,Floral,maxi dress,Beach,Spaghetti,Women"
"353","5cf611aee7e9e650150d59f9",18,16,"5b420ce3d9b2a4418b74ae31",4.14603024574669,2116,"CN",50,27,"Livraison standard",5,"yellow","S.",50,3.63,477,66,43,75,112,181,1000,"Women's Fashion,dressforwomen,Cocktail,Summer,Dresses,Dress,summer dress,Polkas,boho,beach dress,Party Dress,party,women dress,Beach,polka dot,Women"
"354","56a88f23e726b165ec424c94",12,118,"53a2a09ad91139519161a267",4.25607690684989,165915,"CN",50,38,"Livraison standard",3,"black","S",50,4.29,4266,211,145,449,850,2611,20000,"Sheer,cardigan,Lace,Long Coat,Long Sleeve,Coat,Dress,Women's Fashion,Hollow,Jacket,boho,Fashion,kaftandresse,Floral,white,Women,kimono"
"355","5df202bb707508021388614a",14,43,"55cc4e1d845591103477a561",3.87204438377879,22711,"CN",50,43,"Livraison standard",3,"leopard","S",50,4.05,167,19,5,18,32,93,1000,"Summer,kimonosforwomen,women beachwear,chiffon,Spring,summercardigan,openfront,short sleeves,Women's Fashion,kimono,Green,printed,Women,longcardigan,Beach,kimonocardigan,Cover Ups,leaf"
"356","5ea90d795a7b8a3ab73de10d",8,75,"5b29ff427752c84390ed6ecf",4.00293316572386,4773,"CN",50,41,"Livraison standard",3,"black","S",50,4.33,3,0,0,0,2,1,50,"runningshort,Leggings,Shorts,Yoga,Lace,Elastic,Summer,pants,Bottom,Short pants,gymshort,Women's Fashion,Women,sexy,shortsforwomen,Sport,Casual,leggingforwomen"
"357","5e75b2e213e56742f2907368",1.77,2,"5d52278327752b029793c927",4.23754789272031,783,"CN",50,45,"Livraison standard",1,"white","2pcs",50,4.03,510,38,35,67,103,267,10000,"Summer,Shorts,Breathable,Spring,Men,Socks,Men's Fashion,low,pure,Invisible,Cotton"
"358","5b03c5328b3f0e17fcf0faf1",3.73,9,"5ae6dab8b125ab6825502d06",4.14566070649804,2293,"CN",50,44,"Livraison standard",1,"grey","S",50,4.14,856,49,49,112,171,475,5000,"Summer,Underwear,Fashion,Tank,Shirt,Corset,pants,Home & Living,Tops,Women's Fashion,Vest,Halter,lace lingerie,Sleepwear,sexy,Casual,Bras,Women"
"359","5e8eb0f1ac17f03b1d4c585d",8,22,"57b03628c676b3573ba2a081",4.0496402767338,65189,"CN",50,43,"Livraison standard",2,"black","S",47,3.92,12,2,0,2,1,7,100,"Exotic,Summer,Plus Size,Sleeve,King,graphic tee,Tiger,short sleeves,joeexotic,Casual,T Shirts,Shorts,women shirt,Print,Women's Fashion,tigerking,Women"
"360","5b88da661a62df412262441f",18,27,"5a17b55d1f4d8c4f0b44b0ce",4.05291706086408,15855,"CN",50,42,"Livraison standard",5,"blue","M",50,4.09,1903,141,85,234,449,994,5000,"men jeans,Shorts,Summer,Vintage,Denim,Men,casualstyle,loosejean,Men's Fashion,Plus Size,Denim Shorts,Men Shorts,Summer Fashion,oldschool,vintagejean,Fashion,Jeans,shortjean"
"361","5ebbd192c1b69c3de34286cc",4,4,"558c2cdc89d53c4005ea2920",3.88454364585924,32168,"CN",50,48,"Livraison standard",1,"yellow","S",50,4.07,46,4,1,6,12,23,100,"blouse,Summer,Vest,Tank,Shirt,Tops,Loose,Women's Fashion,printed,Tops & T-Shirts,Print,sleeveless,Casual"
"362","5c40402ec4dae35993974402",5.68,7,"5b6bb9c8dd0d902d18928318",4.05448038176034,7544,"CN",50,41,"Livraison standard",1,"blue","XXXL",50,3.89,1232,125,81,188,250,588,10000,"Women Vest,Vest,Plus Size,tunic top,Summer,Slim Fit,Tops,casual shirt,Pure Color,Women's Fashion,Fashion,tank top,sexy,Tank,slim,Casual,Cotton,tunic,Halter,Spaghetti,sexy shirts,haltershirt,Cotton Vest,backless,women tank top,solid color,summer shirt"
"363","5c80e8a150c63d28c67b8f14",14,12,"583138b06339b410ab9663ec",4.00669222029391,80093,"CN",50,43,"Livraison standard",3,"navyblue","XXS",2,4.06,643,63,33,73,109,365,5000,"Women Pants,womens jeans,Shorts,Ladies Fashion,Hot pants,pants,Short pants,Women's Fashion,skinnyshort,summerpant,Fashion,Summer,Denim Shorts,solid color,sexy,Jeans,Ladies,Women Fashion,Women"
"364","5edf3082e066d71501a40c73",1.75,6,"583da4b58108913e6c79a32e",4.06901509705248,2782,"CN",50,35,"Livraison standard",1,"black","XXS",1,3,2,0,1,0,1,0,50,"slimming,wasitcincher,Fashion,waistgirdle,slimmingcorset,Corset,Summer,Waist,waist trainer,Fashion Accessory,Vest,shaperwear,belt"
"365","5e670a1bfdfc802659966971",14,84,"5d44cb7ea5f07b2d00607909",3.70789163722026,849,"CN",50,43,"Livraison standard",3,"white","S..",2,4.13,60,4,4,7,10,35,100,"Summer,harem,Plus Size,Spring/Autumn,Casual pants,pants,Spring,Long pants,Women's Fashion,Fashion,loosepant,Floral,Floral print,Casual,trousers,Women,Wool,cottonpant,harem pants,women trousers,Print,Yoga"
"366","5e8c22c6e4ca5f4a4e5b2bbe",8,7,"5952a218e81e8a4c30b5bbbc",3.95681098204857,9470,"CN",50,25,"Livraison standard",3,"claret","XXS",5,2.75,127,45,17,19,17,29,1000,"Summer,Shorts,Men's Fashion,pants,beachpant,Short pants,mens Trousers,Cargo pants,pantsformen,Fashion,Men's pants,trousersformen,Men Shorts,trousers,Men"
"367","5b0927944d25b81c6083a63f",6,9,"55cc3e5f845591103477a2f8",4.03294668627131,55089,"CN",50,41,"Livraison standard",2,"pink","S",50,4.04,2211,149,117,354,468,1123,10000,"Summer,Fashion,crop top,Love,Tank,Tops,summer t-shirts,short sleeves,tank top,Crewneck,women t shirt,Casual T-Shirt,Ladies,sleeveless,Women,Women's Fashion,T Shirts,printed"
"368","5e943811e6cd6f1680c64414",5.89,5,"5b1522ab7b94e12ee3d455c9",3.84959254947614,4295,"CN",50,24,"Livraison standard",2,"red","XS",2,3.25,392,91,40,69,65,127,5000,"Summer,Plus Size,summer dress,Necks,long dress,Dress,Loose,V-neck,Women's Fashion,printed,wavepoint,Casual,Women"
"369","5cabfcdc32227053f6254ee6",5,5,"5abf36d540626a753e8fc18a",4.28817924285346,3883,"CN",50,39,"Livraison standard",1,"white","M",50,3.77,435,47,41,69,87,191,1000,"tank top women,Vest,bra top,Necks,vesttank,Women Vest,Tank,Tops,strap,padded,Women's Fashion,sexy,crop top,vneckcamisole"
"370","586f25ca9365e96fd0d1c09f",2.71,3,"5860c757b1e41d4d67d183e8",4.04915734980066,151249,"CN",50,38,"Livraison standard",1,"grey","S",50,4.03,7022,436,416,1145,1523,3502,20000,"Summer,Vest,Fashion,Tank,camisole,Halter,Tops,crops,Women's Fashion,tank top,Ladies,sexy,Women,Casual,Shirt"
"371","5ed3bc0f48c418059f206943",11,10,"5d58d3b433f0b4349bbe941f",4.24749163879599,299,"CN",50,42,"Livraison standard",2,"blue","30 cm",3,5,3,0,0,0,0,3,100,"Summer,children39stoy,Outdoor,summerswimming,swimmingpoolspraypad,Children's Toys,Inflatable,summertool,water,Sprays,Toy,inflatablepool,pool,Cushions,Tub,Sport & Outdoor,outdoorpool,swimming pool supplies,kids"
"372","5e1e7173813e9901fe03beb9",16,14,"56455b13b15aab129db58cb7",4.15503183955246,16803,"CN",50,44,"Livraison standard",4,"blue","S",50,4.1,10,1,0,2,1,6,100,"Blues,Summer,Shorts,high waist,pants,casualshort,Waist,Women's Fashion,skinnyshort,women shorts,Plus Size,Denim Shorts,Denim pants,Jeans,Women,Fashion,trousers,Women Fashion,stretch"
"373","5cee1ddd050d347f75e6668e",7,26,"57fc688ffcd3bb1955cb6f31",4.21669497694734,8242,"CN",50,37,"Livraison standard",2,"white","S",50,4.01,542,50,29,69,111,283,5000,"blouse,Summer,off shoulder top,Plus Size,Floral print,ruffled,Sleeve,Tops,sexyblouse,short sleeves,Print,Women's Fashion,Shorts,Tops & T-Shirts,Floral,sexy,Fashion"
"374","5ed9de39b6befd33de8dd908",4,4,"5d5a520c560eca48d7f140eb",3.51574803149606,254,"CN",50,44,"Livraison standard",1,"blue","XS",20,1,1,1,0,0,0,0,50,"Summer,Plus Size,Floral print,summerjumpsuit,Rompers,Women,Necks,Casual,Elegant,Women's Fashion,offshoulderjumpsuit,sleevelessjumpsuit,Print,sleeveless,printjumpsuit,women Jumpsuit,Causal,Floral,jumpsuit"
"375","5e69cad1c01db73c10b938e7",6,6,"58fdedf645f9b210f58c00cc",4.07988557503841,18877,"CN",50,41,"Livraison standard",2,"pink","S",50,3.13,8,3,0,1,1,3,100,"Summer,Fashion,Necks,Printed Tee,Funny,printed shirts,summer t-shirts,T Shirts,Casual,Round neck,Women's Fashion,women shirt,printed,loose t-shirt,Women,Tops,Cotton"
"376","5ec48b4f504db2c516aad131",8,17,"5df1cd2ecce7510b506fdba5",3.625,8,"CN",50,48,"Livraison standard",3,"white","S",50,5,0,0,0,0,0,0,10,"90sfashion,Summer,Fashion,Princess,cute,Kawaii,Shirt,comfy,Leisure,short sleeves,Funny,Women's Fashion,women t shirt,Vintage,Cartoons,Women,Harajuku,Casual,T Shirts,Cotton"
"377","5e8d7de13fe07502b8f48c70",4,4,"571b38e66c39b141b1ad43e1",3.85849983622666,3053,"CN",50,50,"Livraison standard",1,"winered","S",50,4.24,41,2,1,7,6,25,100,"blouse,Summer,Plus Size,Cotton,Shirt,Sleeve,Tops,slim,short sleeves,Women's Fashion,Shorts,printed,Ladies,o-neck,Fashion,Casual,T Shirts,Ladies Fashion"
"378","5b1b4f77b1e26e24b3058773",11,20,"5b14bc7ddaac4575492a01c5",3.87163527604882,12371,"CN",50,41,"Livraison standard",3,"blue","S",16,3.92,2841,271,185,397,636,1352,10000,"strapless,Fashion,Plus Size Swimwear,sexyplussizetankini,Tops,Women's Fashion,Swimsuit,Tankinis,Bikini,Stripes,sexy tankini"
"379","5e1441859fe5367b00bb3b54",12,59,"5ae296b6cd968d66be12d247",4.06236080178174,3592,"CN",50,41,"Standard Shipping",3,"white","S",50,3.47,371,61,40,69,64,137,5000,"Summer,Plus Size,Halter,Women's Fashion,Shorts,BikiniWomen,Floral,sexy,Swimsuit,Casual,Waist,Bikinis Set,Floral print,high waist,women swimsuit,Beach,Tops,Swimwear,Two piece set,Bikini,Suits,Print,sleeveless,Women,Fashion,Swimming"
"380","5d410e4a11512c51311ad3d3",11,11,"5aa78a0c75599a5bd049d682",4.03286474164134,5264,"CN",50,17,"Livraison standard",2,"winered","S",50,2.99,228,63,32,36,38,59,1000,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit"
"381","5e3e69f009a91d0893974dab",1.91,2,"5939085087117919c6f12a77",4.10546060858691,2399,"CN",50,22,"Livraison standard",1,"blue","XS",2,4.05,697,58,48,81,125,385,10000,"Summer,Vest,Fashion,camisole,tunic top,Pleated,womens top,V-neck,Ladies,Women's Fashion,sleeveless tops,loose t-shirt,tunic,summer tops,Women,blouse,Tank,Ladies Fashion,Tops,Tops & T-Shirts,women tank top,pleatedtop,Casual Tops,Cotton,sleeveless"
"382","56553387a03eee0826acb151",5.7,58,"544867549719cd33de1048d5",4.0962337446508,96276,"CN",50,45,"Livraison standard",1,"black","XL",50,3.45,8164,1315,970,1547,1396,2936,50000,"beach wear women,bathing suit,Brazilian Bikini bottom,sexy brazilian bikinis,girlsbowknotbikini,ruched bikini bottom,Thong,sexythongswimwear,Womens swimwear,Swimwear,cheeky bikini bottom,Women's Fashion,brazilian,Bikini,sexy,Women,Bras,Glasses"
"383","5cc2af5ba1aa1959ad4341b8",8,17,"561921dd9342a274cb448c07",4.39735099337748,1963,"CN",50,40,"Livraison standard",2,"black","S",50,4.47,907,19,16,84,187,601,5000,"Summer,Vest,Fashion,crop top,women crop top,Tank,Buckles,Tops,tank top,Bags,Tops & T-Shirts,Casual Tops,sexy,women top,summer tops,Women Fashion"
"384","5d68bd0b1b88a17f1aebbc8b",9,8,"582b156ff6872e749e4d1ad4",3.85688432025481,13814,"CN",50,43,"Livraison standard",3,"purple","S",50,3.58,81,12,7,13,20,29,1000,"blouse,Summer,Plus Size,one-shoulder,Tops,Loose,blousesampshirt,Women's Fashion,Fashion,Women Blouse,solid color,sleeveless,women top,Casual,Women"
